Name,Slug,Collection ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Syllabus Label,SDG Image,SDG Sort,GND Sort,UDHR Sort,SDG Objective,SDG Indicators,SDG UN Data,GND Description,GND Tab,Human Rights Description,🧊 Life Course Description,🧊 Life Dimension,Life Domain Sort,🔮 Research Circles Explainer,🔮 Research Circles Indicators,🔮Research Circle,🇪🇺 EU Competencies,🇪🇺 EU Comp Description
Climate Action,climate-action,64a6f1bd53424c49cad322f0,66e317eee70d9f1b2bc4cac0,false,false,Thu Sep 12 2024 16:33:50 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 16:49:46 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/64a6e8d0934bf5388f56b867/66e318ee87bbe65611baf7f4_E_SDG%20goals_icons-individual-rgb-13.png,13,,,Take urgent action to combat climate change and its impacts by regulating emissions and promoting developments in renewable energy.,"<p id=""""><strong id="""">13.1.3</strong></p><p id="""">Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies</p><p id=""""><strong id="""">13.1.1</strong></p><p id="""">Number of deaths, missing persons and persons affected by disaster per 100,000 people</p><p id=""""><strong id="""">13.1.2</strong></p><p id="""">Number of countries with national and local disaster risk reduction strategies</p><p id=""""><strong id="""">13.2.1</strong></p><p id="""">Number of countries that have communicated the establishment or operationalization of an integrated policy/strategy/plan which increases their ability to adapt to the adverse impacts of climate change, and foster climate resilience and low greenhouse gas emissions development in a manner that does not threaten food production (including a national adaptation plan, nationally determined contribution, national communication, biennial update report or other)</p><p id=""""><strong id="""">13.3.1</strong></p><p id="""">Number of countries that have integrated mitigation, adaptation, impact reduction and early warning into primary, secondary and tertiary curricula</p><p id=""""><strong id="""">13.3.2</strong></p><p id="""">Number of countries that have communicated the strengthening of institutional, systemic and individual capacity-building to implement adaptation, mitigation and technology transfer, and development actions</p><p id=""""><strong id="""">13.A.1</strong></p><p id="""">Mobilized amount of United States dollars per year starting in 2020 accountable towards the $100 billion commitment</p><p id=""""><strong id="""">13.B.1</strong></p><p id="""">Number of least developed countries and small island developing States that are receiving specialized support, and amount of support, including finance, technology and capacity-building, for mechanisms for raising capacities for effective climate change-related planning and management, including focusing on women, youth and local and marginalized communities</p><p id="""">‍</p>","<p>From 1880 to 2012, average global temperature increased by 0.85°C. To put this into perspective, for each 1 degree of temperature increase, grain yields decline by about 5 per cent. Maize, wheat and other major crops have experienced significant yield reductions at the global level of 40 megatonnes per year between 1981 and 2002 due to a warmer climate.Oceans have warmed, the amounts of snow and ice have diminished and sea level has risen. From 1901 to 2010, the global average sea level rose by 19 cm as oceans expanded due to warming and ice melted. The Arctic’s sea ice extent has shrunk in every successive decade since 1979, with 1.07 million km² of ice loss every decade.Given current concentrations and on-going emissions of greenhouse gases, it is likely that by the end of this century, the increase in global temperature will exceed 1.5°C compared to 1850 to 1900 for all but one scenario. The world’s oceans will warm and ice melt will continue. Average sea level rise is predicted as 24 – 30cm by 2065 and 40-63cm by 2100. Most aspects of climate change will persist for many centuries even if emissions are stopped.Global emissions of carbon dioxide (CO2) have increased by almost 50 per cent since 1990.Emissions grew more quickly between 2000 and 2010 than in each of the three previous decades.It is still possible, using a wide array of technological measures and changes in behaviour, to limit the increase in global mean temperature to two degrees Celsius above pre-industrial levels.Major institutional and technological change will give a better than even chance that global warming will not exceed this threshold.</p>",,,,,,,,,,,
Collaboration,collaboration,64a6f1bd53424c49cad322f0,67a13b3a95a8fecb80799448,false,false,Mon Feb 03 2025 21:55:06 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 21:55:15 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:17:01 GMT+0000 (Coordinated Universal Time),🇪🇺 EU Compentencies - Collaboration,,,,,,,,,,,,,,,,,LifeComp,"<p id="""">S3.1 Intention to contribute to the common good and awareness that others may have different cultural affiliations, backgrounds, beliefs, values, opinions or personal circumstances.</p><p>‍</p><p id="""">S3.2 Understanding the importance of trust, respect for human dignity and equality, coping with conflicts and negotiating disagreements to build and sustain fair and respectful relationships.</p><p>‍</p><p id="""">S3.3 Fair sharing of tasks, resources and responsibility within a group taking into account its specific aim; eliciting the expression of different views and adopting a systemic approach.</p><p>‍</p>"
Communication,communication,64a6f1bd53424c49cad322f0,67a13ac4e51411086c2496fc,false,false,Mon Feb 03 2025 21:53:08 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 21:53:37 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:17:01 GMT+0000 (Coordinated Universal Time),🇪🇺 EU Compentencies - Communication,,,,,,,,,,,,,,,,,LifeComp,"<p id="""">S2.1 Awareness of the need for a variety of communication strategies, language registers, and tools that are adapted to context and content.</p><p>‍</p><p id="""">S2.2 Understanding and managing interactions and conversations in different socio-cultural contexts and domain-specific situations.</p><p>‍</p><p id="""">S2.3 Listening to others and engaging in conversations with confidence, assertiveness, clarity and reciprocity, both in personal and social contexts.</p><p>‍</p>"
Communication and collaboration,communication-and-collaboration,64a6f1bd53424c49cad322f0,67a13d307051178a97956c5f,false,false,Mon Feb 03 2025 22:03:28 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:06:12 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:17:01 GMT+0000 (Coordinated Universal Time),🇪🇺 EU Compentencies - Communication and collaboration,,,,,,,,,,,,,,,,,DigComp,"<p id="""">2.1 <strong id="""">Interacting through digital technologies</strong></p><p id="""">To interact through a variety of digital technologies and to understand appropriate digital communication means for a given context.</p><p>‍</p><p id="""">2.2 <strong id="""">Sharing through digital technologies</strong></p><p id="""">To share data, information and digital content with others through appropriate digital technologies. To act as an intermediary, to know about referencing and attribution practices.</p><p>‍</p><p id="""">2.3 <strong id="""">Engaging in citizenship through digital technologies</strong></p><p id="""">To participate in society through the use of public and private digital services. To seek opportunities for self-empowerment and for participatory citizenship through appropriate digital technologies.</p><p>‍</p><p id="""">2.4 <strong id="""">Collaborating through digital technologies</strong></p><p id="""">To use digital tools and technologies for collaborative processes, and for co-construction and co-creation of resources and knowledge.</p><p>‍</p><p id="""">2.5 <strong id="""">Netiquette</strong></p><p id="""">To be aware of behavioural norms and know-how while using digital technologies and interacting in digital environments. To adapt communication strategies to the specific audience and to be aware of cultural and generational diversity in digital environments.</p><p>‍</p><p id="""">2.6 <strong id="""">Managing digital identity</strong></p><p id="""">To create and manage one or multiple digital identities, to be able to protect one's own reputation, to deal with the data that one produces through several digital tools, environments and services.</p><p id="""">‍</p>"
Community Living,community-living,64a6f1bd53424c49cad322f0,66e336f6766d16460a48c973,false,false,Thu Sep 12 2024 18:46:14 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 18:46:14 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,,,,,,,,,"<p>Where and how someone lives–housing and living options, community access, transportation, home adaptation and modification.</p>",🧊 Life Domain,,,,,,
Critical Thinking,critical-thinking,64a6f1bd53424c49cad322f0,67a13bda81547f6a6feba9cc,false,false,Mon Feb 03 2025 21:57:46 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 21:57:46 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:17:01 GMT+0000 (Coordinated Universal Time),🇪🇺 EU Compentencies - Critical Thinking,,,,,,,,,,,,,,,,,LifeComp,"<p id="""">L2.1 Awareness of potential biases in the data and one’s personal limitations, while collecting valid and reliable information and ideas from diverse and reputable sources.</p><p>‍</p><p id="""">L2.2 Comparing, analysing, assessing, and synthesising data, information, ideas, and media messages in order to draw logical conclusions.</p><p>‍</p><p id="""">L2.3 Developing creative ideas, synthesising and combining concepts and information from different sources in view of solving problems.</p><p>‍</p>"
Daily Life & Employment,daily-life-employment,64a6f1bd53424c49cad322f0,66e336f6dd71af1346b32b33,false,false,Thu Sep 12 2024 18:46:14 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 18:46:14 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,,,,,,,,,"<p>What a person does as part of everyday life– school, employment, volunteering, communication, routines, life skills.</p>",🧊 Life Domain,,,,,,
Decent Work and Economic Growth,decent-work-and-economic-growth,64a6f1bd53424c49cad322f0,66e317ed743b609f421b0839,false,false,Thu Sep 12 2024 16:33:49 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 16:48:27 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/64a6e8d0934bf5388f56b867/66e318c2b167548a32152e9b_E_SDG%20goals_icons-individual-rgb-08.png,8,,,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all.","<p id=""""><strong id="""">8.1.1</strong></p><p id="""">Annual growth rate of real GDP per capita</p><p id=""""><strong id="""">8.2.1</strong></p><p id="""">Annual growth rate of real GDP per employed person</p><p id=""""><strong id="""">8.3.1</strong></p><p id="""">Proportion of informal employment in non‑agriculture employment, by sex</p><p id=""""><strong id="""">8.4.1</strong></p><p id="""">Material footprint, material footprint per capita, and material footprint per GDP</p><p id=""""><strong id="""">8.4.2</strong></p><p id="""">Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP</p><p id=""""><strong id="""">8.5.1</strong></p><p id="""">Average hourly earnings of female and male employees, by occupation, age and persons with disabilities</p><p id=""""><strong id="""">8.5.2</strong></p><p id="""">Unemployment rate, by sex, age and persons with disabilities</p><p id=""""><strong id="""">8.6.1</strong></p><p id="""">Proportion of youth (aged 15-24 years) not in education, employment or training</p><p id=""""><strong id="""">8.7.1</strong></p><p id="""">Proportion and number of children aged 5‑17 years engaged in child labour, by sex and age</p><p id=""""><strong id="""">8.8.1</strong></p><p id="""">Frequency rates of fatal and non-fatal occupational injuries, by sex and migrant status</p><p id=""""><strong id="""">8.8.2</strong></p><p id="""">Increase in national compliance of labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation, by sex and migrant status</p><p id=""""><strong id="""">8.9.1</strong></p><p id="""">Tourism direct GDP as a proportion of total GDP and in growth rate</p><p id=""""><strong id="""">8.9.2</strong></p><p id="""">Number of jobs in tourism industries as a proportion of total jobs and growth rate of jobs, by sex</p><p id=""""><strong id="""">8.10.1</strong></p><p id="""">Number of commercial bank branches and automated teller machines (ATMs) per 100,000 adults</p><p id=""""><strong id="""">8.10.2</strong></p><p id="""">Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider</p><p id=""""><strong id="""">8.A.1</strong></p><p id="""">Aid for Trade commitments and disbursements</p><p id=""""><strong id="""">8.B.1</strong></p><p id="""">Total government spending in social protection and employment programmes as a proportion of the national budgets and GDP</p><p id="""">‍</p>","<p id="""">Global unemployment increased from 170 million in 2007 to nearly 202 million in 2012, of which about 75 million are young women and men.</p><p id="""">Nearly 2.2 billion people live below the US$2 poverty line and that poverty eradication is only possible through stable and well-paid jobs.</p><p id="""">470 million jobs are needed globally for new entrants to the labour market between 2016 and 2030.</p><p id="""">‍</p>",,,,,,,,,,,
Digital content creation ,digital-content-creation,64a6f1bd53424c49cad322f0,67a13d509a90d7005093b84e,false,false,Mon Feb 03 2025 22:04:00 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:05:59 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:17:01 GMT+0000 (Coordinated Universal Time),🇪🇺 EU Compentencies - Digital content creation ,,,,,,,,,,,,,,,,,DigComp,"<p id="""">3.1 <strong id="""">Developing digital content</strong></p><p id="""">To create and edit digital content in different formats, to express oneself through digital means.</p><p>‍</p><p id="""">3.2 <strong id="""">Integrating and re-elaborating digital content</strong></p><p id="""">To modify, refine, improve and integrate information and content into an existing body of knowledge to create new, original and relevant content and knowledge.</p><p>‍</p><p id="""">3.3 <strong id="""">Copyright and licences</strong></p><p id="""">To understand how copyright and licences apply to data, information and digital content.</p><p>‍</p><p id="""">3.4 <strong id="""">Programming</strong></p><p id="""">To plan and develop a sequence of understandable instructions for a computing system to solve a given problem or perform a specific task.</p><p id="""">‍</p>"
Early Childhood,early-childhood,64a6f1bd53424c49cad322f0,66e336f72c84415fce8b60bc,false,false,Thu Sep 12 2024 18:46:15 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 20:32:39 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,,,,,,,,,"<p>Preschool age, getting a diagnosis.</p>",🧊 Life Stage,2,,,,,
Embodying Sustainability Values,embodying-sustainability-values,64a6f1bd53424c49cad322f0,67a13c36818da603f5840da6,false,false,Mon Feb 03 2025 21:59:18 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 21:59:55 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:17:01 GMT+0000 (Coordinated Universal Time),🇪🇺 EU Compentencies - Embodying Sustainability Values,,,,,,,,,,,,,,,,,GreenComp,"<p id="""">1.1 <strong>Valuing sustainability</strong></p><p id="""">To reflect on personal values; identify and explain how values vary among people and over time, while critically evaluating how they align with sustainability values.</p><p>‍</p><p id="""">1.2 <strong>Supporting fairness</strong></p><p id="""">To support equity and justice for current and future generations and learn from previous generations for sustainability.</p><p>‍</p><p id="""">1.3 <strong>Promoting nature</strong></p><p id="""">To acknowledge that humans are part of nature; and to respect the needs and rights of other species and of nature itself in order to restore and regenerate healthy and resilient ecosystems.</p><p id="""">‍</p>"
Embracing Complexity in Sustainability,embracing-complexity-in-sustainability,64a6f1bd53424c49cad322f0,67a13c7f915f2bd712fbfe36,false,false,Mon Feb 03 2025 22:00:31 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:06:56 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:17:01 GMT+0000 (Coordinated Universal Time),🇪🇺 EU Compentencies - Embracing Complexity in Sustainability,,,,,,,,,,,,,,,,,GreenComp,"<p id="""">2.1 <strong id="""">Systems thinking</strong></p><p id="""">To approach a sustainability problem from all sides; to consider time, space and context in order to understand how elements interact within and between systems.</p><p>‍</p><p id="""">2.2 <strong id="""">Critical thinking</strong></p><p id="""">To assess information and arguments, identify assumptions, challenge the status quo, and reflect on how personal, social and cultural backgrounds influence thinking and conclusions.</p><p>‍</p><p id="""">2.3 <strong id="""">Problem framing</strong></p><p id="""">To formulate current or potential challenges as a sustainability problem in terms of difficulty, people involved, time and geographical scope, in order to identify suitable approaches to anticipating and preventing problems, and to mitigating and adapting to already existing problems.</p><p id="""">‍</p>"
Empathy,empathy,64a6f1bd53424c49cad322f0,67a13a3c82d627c10fe4b160,false,false,Mon Feb 03 2025 21:50:52 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 21:52:34 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:17:01 GMT+0000 (Coordinated Universal Time),🇪🇺 EU Compentencies - Empathy,,,,,,,,,,,,,,,,,LifeComp,"<p id="""">S1.1 Awareness of another person’s emotions, experiences and values.</p><p>‍</p><p id="""">S1.2 Understanding another person's emotions and experiences, and the ability to proactively take their perspective.</p><p>‍</p><p id="""">S1.3 Responsiveness to another person’s emotions and experiences, being conscious that group belonging influences one’s attitude.</p>"
Envisioning Sustainable Futures,envisioning-sustainable-futures,64a6f1bd53424c49cad322f0,67a13cad7e4ccb7872b67739,false,false,Mon Feb 03 2025 22:01:17 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:06:46 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:17:01 GMT+0000 (Coordinated Universal Time),🇪🇺 EU Compentencies - Envisioning Sustainable Futures,,,,,,,,,,,,,,,,,GreenComp,"<p id="""">3.1 <strong id="""">Futures literacy</strong></p><p id="""">To envision alternative sustainable futures by imagining and developing alternative scenarios and identifying the steps needed to achieve a preferred sustainable future.</p><p>‍</p><p id="""">3.2 <strong id="""">Adaptability</strong></p><p id="""">To manage transitions and challenges in complex sustainability situations and make decisions related to the future in the face of uncertainty, ambiguity and risk.</p><p>‍</p><p id="""">3.3 <strong id="""">Exploratory thinking</strong></p><p id="""">To adopt a relational way of thinking by exploring and linking different disciplines, using creativity and experimentation with novel ideas or methods.</p><p id="""">‍</p>"
Feeling,feeling,64a6f1bd53424c49cad322f0,66e373c6e51da0829be03922,false,false,Thu Sep 12 2024 23:05:42 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:13:08 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,,,,,,,,,,,,"<p>The first form of knowing is sensory experience: feeling things. This is the phenomenal sense that something exists in relation to us, or has an impact on us. The concept of ‘affect’ attests to this kind of consciousness, as does ‘sense data’. But sensory experience is less technically conceived than those abstract expressions. It is embodied experience. It is felt, but not necessarily reflected upon. How we feel about our cities and homes is critical to how we act upon them.</p>","<p id="""">1. <strong>Sensate</strong> knowing: knowing based on being attuned to one’s senses: sight, hearing, touch, smell, and taste.</p><p id="""">2. <strong>Perceptive</strong> knowing: the cognitive apprehension of having experienced a sensation.</p><p id="""">3. <strong>Emotional</strong> knowing: the somatic feeling of affect, including the feeling for someone else’s situation; for example, the blush of shame; the clenched fists of anger.</p><p id="""">4. <strong>Revelatory</strong> knowing: a visceral response to a particular scene or sound paradoxically experienced as ‘out of body’: for example, the experience of the sublime or ‘being touched’ by the transcendental.</p>",Knowledge Circle,,
Flexibility,flexibility,64a6f1bd53424c49cad322f0,67a12e39f53afdb0da36c45d,false,false,Mon Feb 03 2025 20:59:37 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 21:00:39 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:17:01 GMT+0000 (Coordinated Universal Time),🇪🇺 EU Compentencies - Flexibility,,,,,,,,,,,,,,,,,LifeComp,"<p id="""">P2.1 Readiness to review opinions and courses of action in the face of new evidence.</p><p>‍</p><p id="""">P2.2 Understanding and adopting new ideas, approaches, tools, and actions in response to changing contexts.</p><p>‍</p><p id="""">P2.3 Managing transitions in personal life, social participation, work and learning pathways, while making conscious choices and setting goals.</p><p>‍</p>"
Gender Equality,gender-equality,64a6f1bd53424c49cad322f0,66e317eded0689d04d08ed9b,false,false,Thu Sep 12 2024 16:33:49 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 16:45:29 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/64a6e8d0934bf5388f56b867/66e31852e70d9f1b2bc52879_E_SDG%20goals_icons-individual-rgb-05.png,5,,,Achieve gender equality and empower all women and girls.,"<p id=""""><strong id="""">5.1.1</strong></p><p id="""">Whether or not legal frameworks are in place to promote, enforce and monitor equality and non‑discrimination on the basis of sex</p><p id=""""><strong id="""">5.2.1</strong></p><p id="""">Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age</p><p id=""""><strong id="""">5.2.2</strong></p><p id="""">Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months, by age and place of occurrence</p><p id=""""><strong id="""">5.3.1</strong></p><p id="""">Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18</p><p id=""""><strong id="""">5.3.2</strong></p><p id="""">Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age</p><p id=""""><strong id="""">5.4.1</strong></p><p id="""">Proportion of time spent on unpaid domestic and care work, by sex, age and location</p><p id=""""><strong id="""">5.5.1</strong></p><p id="""">Proportion of seats held by women in national parliaments and local governments</p><p id=""""><strong id="""">5.5.2</strong></p><p id="""">Proportion of women in managerial positions</p><p id=""""><strong id="""">5.6.1</strong></p><p id="""">Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care</p><p id=""""><strong id="""">5.6.2</strong></p><p id="""">Number of countries with laws and regulations that guarantee women aged 15-49 years access to sexual and reproductive health care, information and education</p><p id=""""><strong id="""">5.A.1</strong></p><p id="""">(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex; and (b) share of women among owners or rights-bearers of agricultural land, by type of tenure</p><p id=""""><strong id="""">5.A.2</strong></p><p id="""">Proportion of countries where the legal framework (including customary law) guarantees women’s equal rights to land ownership and/or control</p><p id=""""><strong id="""">5.B.1</strong></p><p id="""">Proportion of individuals who own a mobile telephone, by sex</p><p id=""""><strong id="""">5.C.1</strong></p><p id="""">Proportion of countries with systems to track and make public allocations for gender equality and women’s empowerment</p>","<p id="""">About &nbsp;two thirds of countries in the developing regions have achieved gender parity in primary education.</p><p id="""">In Southern Asia, only 74 girls were enrolled in primary school for every 100 boys in 1990. By 2012, the enrolment ratios were the same for girls as for boys.</p><p id="""">In sub-Saharan Africa, Oceania and Western Asia, girls still face barriers to entering both primary and secondary school.<br></p><p id="""">Women in Northern Africa hold less than one in five paid jobs in the non-agricultural sector. The proportion of women in paid employment outside the agriculture sector has increased from 35 per cent in 1990 to 41 per cent in 2015.</p><p id="""">In 46 countries, women now hold more than 30 per cent of seats in national parliament in at least one chamber.</p>",,,,,,,,,,,
Goals-A,goals-a,64a6f1bd53424c49cad322f0,66e32667c2850156b0e3f635,false,false,Thu Sep 12 2024 17:35:35 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:38:19 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,1,,,,,<p>To achieve net-zero greenhouse gas emissions through a fair and just transition for all communities and workers;</p>,Goals,,,,,,,,,
Goals-B,goals-b,64a6f1bd53424c49cad322f0,66e32667f6dc3e61ff63f92f,false,false,Thu Sep 12 2024 17:35:35 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:38:26 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,2,,,,,"<p>To create millions of good, high-wage jobs and ensure prosperity and economic security for all people of the United States;</p>",Goals,,,,,,,,,
Goals-C,goals-c,64a6f1bd53424c49cad322f0,66e326673911f8942fcbe02d,false,false,Thu Sep 12 2024 17:35:35 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:38:33 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,3,,,,,<p>To invest in the infrastructure and industry of the United States to sustainably meet the challenges of the 21st century;</p>,Goals,,,,,,,,,
Goals-D,goals-d,64a6f1bd53424c49cad322f0,66e32667f720ef5a0a60169c,false,false,Thu Sep 12 2024 17:35:35 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:38:41 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,4,,,,,"<p id="""">To secure for all people of the United States for generations to come—</p><p id="""">(i) clean air and water;</p><p id="""">(ii) climate and community resiliency;</p><p id="""">(iii) healthy food;</p><p id="""">(iv) access to nature; and</p><p id="""">(v) a sustainable environment; and</p>",Goals,,,,,,,,,
Goals-E,goals-e,64a6f1bd53424c49cad322f0,66e32667edfbcaa6f859ab0b,false,false,Thu Sep 12 2024 17:35:35 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:38:48 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,5,,,,,"<p>To promote justice and equity by stopping current, preventing future, and repairing historic oppression of indigenous peoples, communities of color, migrant communities, deindustrialized communities, depopulated rural communities, the poor, low-income workers, women, the elderly, the unhoused, people with disabilities, and youth (referred to in this resolution as “frontline and vulnerable communities”);</p>",Goals,,,,,,,,,
